text,response
working on a few art projects ;D Ideas//Inspirations//Dreams are welcomed! ...,openess
takes a hike.,agreeableness
takes a hike.,conscientiousness
takes a hike.,openess
*crossing fingers*,agreeableness
*crossing fingers*,conscientiousness
*crossing fingers*,openess
will try my hands at sushi makin' :p,agreeableness
will try my hands at sushi makin' :p,conscientiousness
will try my hands at sushi makin' :p,openess
"No matter what, you've got to strut",agreeableness
"No matter what, you've got to strut",conscientiousness
"No matter what, you've got to strut",openess
wants to practice her markswoman skills. Wonders if there are any archery classes in this neck of the woods ...      D------ -,agreeableness
wants to practice her markswoman skills. Wonders if there are any archery classes in this neck of the woods ...      D------ -,conscientiousness
wants to practice her markswoman skills. Wonders if there are any archery classes in this neck of the woods ...      D------ -,openess
"Dad tells me that he listens to ""Gin and Juice"" on his way to work sometimes. I lol'd",agreeableness
"Dad tells me that he listens to ""Gin and Juice"" on his way to work sometimes. I lol'd",conscientiousness
"Dad tells me that he listens to ""Gin and Juice"" on his way to work sometimes. I lol'd",openess
...98.1 Golden Oldies ;),agreeableness
...98.1 Golden Oldies ;),conscientiousness
...98.1 Golden Oldies ;),openess
is happy Southwest found her luggage today!,agreeableness
is happy Southwest found her luggage today!,conscientiousness
is happy Southwest found her luggage today!,openess
"Dirt Divas championships, then off to Denver!",agreeableness
"Dirt Divas championships, then off to Denver!",conscientiousness
"Dirt Divas championships, then off to Denver!",openess
Someone give Lady Gaga a bandaid!!!,agreeableness
Someone give Lady Gaga a bandaid!!!,conscientiousness
Someone give Lady Gaga a bandaid!!!,openess
"""Baby I've got you on my mind..."" O_<",agreeableness
"""Baby I've got you on my mind..."" O_<",conscientiousness
"""Baby I've got you on my mind..."" O_<",openess
"When one door closes, another one opens...",agreeableness
"When one door closes, another one opens...",conscientiousness
"When one door closes, another one opens...",openess
is no longer at *PROPNAME*.,agreeableness
is no longer at *PROPNAME*.,conscientiousness
is no longer at *PROPNAME*.,openess
Can't wait for Casablanca theme night!!,agreeableness
Can't wait for Casablanca theme night!!,conscientiousness
Can't wait for Casablanca theme night!!,openess
Walgreens all out of the flu vaccine...Plan B...vitamins(?),agreeableness
Walgreens all out of the flu vaccine...Plan B...vitamins(?),conscientiousness
Walgreens all out of the flu vaccine...Plan B...vitamins(?),openess
"Guy in a ""peace-sign"" truck tailgates then cuts me off on the freeway. Some act of kindness a-hole.",agreeableness
"Guy in a ""peace-sign"" truck tailgates then cuts me off on the freeway. Some act of kindness a-hole.",conscientiousness
"Guy in a ""peace-sign"" truck tailgates then cuts me off on the freeway. Some act of kindness a-hole.",openess
Student: Can I turn this assignment in late and still get full credit? Ms. T: Nope. Student: I'll give you an apple? Ms. T: Too cliche. Student: ..How 'bout a pineapple?,agreeableness
Student: Can I turn this assignment in late and still get full credit? Ms. T: Nope. Student: I'll give you an apple? Ms. T: Too cliche. Student: ..How 'bout a pineapple?,conscientiousness
Student: Can I turn this assignment in late and still get full credit? Ms. T: Nope. Student: I'll give you an apple? Ms. T: Too cliche. Student: ..How 'bout a pineapple?,openess
is really excited about arranging and decorating the classroom today :p,agreeableness
is really excited about arranging and decorating the classroom today :p,conscientiousness
is really excited about arranging and decorating the classroom today :p,openess
the classroom didn't feel like a sauna or smell like sweaty sock-house today. Whoohooo!,agreeableness
the classroom didn't feel like a sauna or smell like sweaty sock-house today. Whoohooo!,conscientiousness
the classroom didn't feel like a sauna or smell like sweaty sock-house today. Whoohooo!,openess
dreaming in color,agreeableness
dreaming in color,conscientiousness
dreaming in color,openess
needs to fight off this cold o_O,agreeableness
needs to fight off this cold o_O,conscientiousness
needs to fight off this cold o_O,openess
is drinking ice tea by the pool ... like a boss,agreeableness
is drinking ice tea by the pool ... like a boss,conscientiousness
is drinking ice tea by the pool ... like a boss,openess
About to use my new alarm clock that projects time on the ceiling ;p Laziest thing ever and I'm gonna love it!,agreeableness
About to use my new alarm clock that projects time on the ceiling ;p Laziest thing ever and I'm gonna love it!,conscientiousness
About to use my new alarm clock that projects time on the ceiling ;p Laziest thing ever and I'm gonna love it!,openess
Brother says I look like a Russian spy right now. lol!,agreeableness
Brother says I look like a Russian spy right now. lol!,conscientiousness
Brother says I look like a Russian spy right now. lol!,openess
Feels like punching something. What should it be?,agreeableness
Feels like punching something. What should it be?,conscientiousness
Feels like punching something. What should it be?,openess
I'm just sippin on chamomile...,agreeableness
I'm just sippin on chamomile...,conscientiousness
I'm just sippin on chamomile...,openess
hopes it will snow in Concord again this week. That was the highlight of the day for sure!,agreeableness
hopes it will snow in Concord again this week. That was the highlight of the day for sure!,conscientiousness
hopes it will snow in Concord again this week. That was the highlight of the day for sure!,openess
"doesn't like it when things don't go according to plan, but is grateful for her ability to improvise :p",agreeableness
"doesn't like it when things don't go according to plan, but is grateful for her ability to improvise :p",conscientiousness
"doesn't like it when things don't go according to plan, but is grateful for her ability to improvise :p",openess
Visiting mah' parents...ready to play Beatles Rockband with muh' brothas. haha,agreeableness
Visiting mah' parents...ready to play Beatles Rockband with muh' brothas. haha,conscientiousness
Visiting mah' parents...ready to play Beatles Rockband with muh' brothas. haha,openess
"Fun time with BG at ""Nightlife"" Academy of Science. Drinking some wine, gazing at stars, observing an albino alligator, and dancing to some bongo-beats! Craazy mix",agreeableness
"Fun time with BG at ""Nightlife"" Academy of Science. Drinking some wine, gazing at stars, observing an albino alligator, and dancing to some bongo-beats! Craazy mix",conscientiousness
"Fun time with BG at ""Nightlife"" Academy of Science. Drinking some wine, gazing at stars, observing an albino alligator, and dancing to some bongo-beats! Craazy mix",openess
"Congratulations to *PROPNAME*, 2009 Graduate! Whoohooo! Keep reachin' for the stars broder :D",agreeableness
"Congratulations to *PROPNAME*, 2009 Graduate! Whoohooo! Keep reachin' for the stars broder :D",conscientiousness
"Congratulations to *PROPNAME*, 2009 Graduate! Whoohooo! Keep reachin' for the stars broder :D",openess
getting organized,agreeableness
getting organized,conscientiousness
getting organized,openess
Good deal on my New Years 'fit and my first good pair of 4 inch pumps! Lets see if I survive the night...haha,agreeableness
Good deal on my New Years 'fit and my first good pair of 4 inch pumps! Lets see if I survive the night...haha,conscientiousness
Good deal on my New Years 'fit and my first good pair of 4 inch pumps! Lets see if I survive the night...haha,openess
wants an ice cold beer!!,agreeableness
wants an ice cold beer!!,conscientiousness
wants an ice cold beer!!,openess
Going to the golfing range with Papa-Diddy Pops :),agreeableness
Going to the golfing range with Papa-Diddy Pops :),conscientiousness
Going to the golfing range with Papa-Diddy Pops :),openess
just as I remembered...rockclimbing is the shizz! Now I'm amp'd for the work week. ;D,agreeableness
just as I remembered...rockclimbing is the shizz! Now I'm amp'd for the work week. ;D,conscientiousness
just as I remembered...rockclimbing is the shizz! Now I'm amp'd for the work week. ;D,openess
s feeling good :),agreeableness
s feeling good :),conscientiousness
s feeling good :),openess
"""But he was able to understand one thing: making a decision was only the beginning of things.""",agreeableness
"""But he was able to understand one thing: making a decision was only the beginning of things.""",conscientiousness
"""But he was able to understand one thing: making a decision was only the beginning of things.""",openess
Get up and get out,agreeableness
Get up and get out,conscientiousness
Get up and get out,openess
"""Forever young, I wanna be, forever young...""",agreeableness
"""Forever young, I wanna be, forever young...""",conscientiousness
"""Forever young, I wanna be, forever young...""",openess
looking forward.,agreeableness
looking forward.,conscientiousness
looking forward.,openess
The world lost a great one!!!! We will never forget!!! RIP and party hard with Elvis and James Brown!!!!,openess
*PROPNAME* est en feu!!!!! Je me demande c'est qui le prochain sur la liste..... Mais il y a toujours un gros probl?me.... Le centre #1 C'est qui au juste????? Pis c'est qui le nouveau gardien d'exp?rience pour seconder *PROPNAME*????,openess
Oh my god!!!! THE AE86 is coming back!!! Fusion subaru//toyota sick!!!!,openess
My foot is killing me but what a nice ride!!!!!,openess
LE RETOUR DU ''CENTRE MOLSON''!!! On commence ? savoir ou on s'en va!,openess
And there goes another one!!!!,openess
"9//11 I still remember what I was doing, doying a delivery at Place *PROPNAME*!!!1",openess
going to see my new school tomorrow if everything goes well!!!,openess
is this how it's going to be? For real.....,openess
It was actually summer today! Cool!,openess
Samedi soir et on se croirais Lundi tellement que c'est plate!!!!!,openess
J'ai le pied en feu! Bottle training Level 1 & 2 complete.... Now: LEVEL 3 :(,openess
"New job, New opportunities and also a new training coming soon!!!!",openess
Last days of freedom them back to where I left off...,openess
Dernier 72 hrs de g?terie et on commence le ''vrai training'' J'ai d?j? mal! lol,openess
SELF ESTEEM: Far too many people have no idea what they can do 'cause all they have been told is what they can't do!,openess
"En train de faire son choix de cours pour l'?cole... tant de programme et de possibilit?, c'est vraiment pas cool ?a!!!!",openess
Je pense que je suis en amour... avec une 370Z! J'en veux une!!!!,openess
We're back online people!!,openess
"""Those         who say it cannot be done should not interfere with those of us who are doing         it""? -             *PROPNAME*",openess
Start slow.. Step by step.. Do what you can and the results will follow -*PROPNAME*.,openess
L'?t? est fini.... et je commen?ais ? me faire du fun!!!!,openess
"24 hrs de cong?, ?a fais du bien quand m?me!!!!",openess
"Il y a tu quelqu'un qui peut m'expliquer c'?tais suppos? ?tre quoi ce soir la game CALISLE DE TABARNAK!!!! C'EST LE CRISS DE PROBL?ME, ILS VEULENT TU QUE JE D?BARQUE LA AVEC MES CAP D'ACIER QUE J'AILLE FOUTRE UNE COUPLE DE COUP DE PIED DANS LE CUL!!!! VOUS VOULEZ PAS JOUER PIS PATINER ? SOIR, J'ESP?RE QUE VOUS ALLER ?TRE ENFORME POUR LA PRATIQUE....",openess
OH HELL YEAH 205.6lbs!!!!! 5lbs et j'ai atteint mon objectif!!!!,openess
2 jours encore et fini le training ? la place dupuis!,openess
"According to ancient budhist priest, when the student is ready, the teacher will appear (Being *PROPNAME*)",openess
"What the fuck! Pas de dossier criminelle pour ne pas nuire ? sa carri?re aux ?tat-Unis!!! Wow bravo la justice.... Encore un autre trou de cul qui s'en sort les mains clean pour ce qu'il a fait!!! En passant, *PROPNAME*, bonne carri?re aux States!!!!",openess
Le CH qui bat Washington.....  Une chance qu'OVI ?tait pas dedans car il dominait la zone offensive compl?ment!,openess
Last shift then WEEKEND!!!!!!!,openess
La pire Grey cup que j'ai vu ? date!!!,openess
Google WAVE IS THE SHIT!!!! just started looking threw it and I want now more then ever a Blackberry!!!,openess
"WOW m?chant accident ? la job, un char de police qui passe ? travers une porte de m?tro!!!! Mourant!!!",openess
Nouveau contrat en fonction lundi: Controlleur Place Dupuis! Ya baby!!!,openess
Training Feels good! 208.4lbs less then 10lbs and I've reach my weight goal! Nice!!!,openess
And the bomb is out: KOVI IS A SENS NOW!!!!!!! OH MY GOD!!!! I'LL MISS MAN!,openess
Oh WHAT!!!!! LATENDRESSE EST ?CHANG? AUX WILD!!!!!!,openess
Bergeron qui  nous fais un Fosberg!!!! D?bile,openess
Pourquoi il pleut chaque fois que je sort mes blades!!!!!!!,openess
Schumi is back next year with Mercedes-Benz!!!!!!! SICKKKKKKKKKKKKKKKKKKKKKKKKKK,openess
"The Wings tonight and they're on a bad beat!!! Better not choke, we're on a momemtum!",openess
What's going to happen this week-end?,openess
IL neige..... pas d?j?!,openess
Ma r?solution de 2010: ADOPTER UN MEILLEUR STYLE DE VIE! J'pense que ?a ? de l'allure comme r?solution... qu'en penser vous?,openess
"It is the will of the leader to lead, not to follow! He must not guess what he must do, he must ''Know''",openess
less then 24 hrs and it's christmas!!! I can finally unwrap my gift!,openess
"They may want to take *PROPNAME* out of Christmas, but they can never take *PROPNAME* out of me. If you are proud to be a Christian and are not ashamed of *PROPNAME* then post this as your status for 1 day as a light to the world. Most people will be to ashamed or scared to do this. This was posted by a friend. If you agree, cut and paste to your wal",openess
Pas de mauvaise nouvelle pour l'instant! Je pr?sume donc que c'est une bonne chose!,openess
"Encore un autre incident dans le hockey qui salit lar?putation, j'pense que je vais commencer ? m'int?resser au hockey olympique ? la place ?tant donn? qu'il a plus de respect dans le hockey professionnel",openess
La grande question maintenant.... Est-ce que le CH est une meilleure ?quipe sans *PROPNAME*.... Le 1er test d'une longue s?rie: Samedi VS Les Rangers...,openess
6-0 les gars ?tait enrag?!!! Fais du bien voir ?a des fois!,openess
"Pas pire, rendez-vous pour un orthop?diste, 2 semaines nice! J'm'attendais ? attendre l'ann?e du rat! lol",openess
WHAT!!!!! PHANEUF ET GIGU?RE AVEC LES LEAFS!!!!,openess
"Et un autre de partie..... Juste une question qui me trotte, on joue avec une ?quipe incompl?te maintenant, on est suppos? faire quoi l??",openess
"*PROPNAME*, t'es une belle ordure!!!! Selon moi, t'as sanction.... T'ES BANI DE LA  LHJMQ!!!! Tu m?rite juste ?a toi pis les autres estie de cave de ton genre!!!!!!! Merci de salir l'image du hockey sur la sc?ne nationale mais aussi internationale!",openess
SUPER BOWL!!!! SUPER BOWL!!!!! SUPER BOWL!!!!!!,openess
Une autre semaine qui recommence!!!,openess
....YAWN....,conscientiousness
....YAWN....,openess
Yay no black eye. Boo no fencing tomorrow night.,conscientiousness
Yay no black eye. Boo no fencing tomorrow night.,openess
Yawn.,conscientiousness
Yawn.,openess
is attempting to clean her apartment...,conscientiousness
is attempting to clean her apartment...,openess
Doesn't like her schedule changing so often.,conscientiousness
Doesn't like her schedule changing so often.,openess
had an absolutely marvelous 4th anniversary yesterday....,conscientiousness
had an absolutely marvelous 4th anniversary yesterday....,openess
can't sleep...dang those hyper little elves running around in my brain.,conscientiousness
can't sleep...dang those hyper little elves running around in my brain.,openess
needs to start cleaning and packing again. Boo.,conscientiousness
needs to start cleaning and packing again. Boo.,openess
...will make a better attempt at cleaning tomorrow.,conscientiousness
...will make a better attempt at cleaning tomorrow.,openess
Cleaning and Packing. For real this time...,conscientiousness
Cleaning and Packing. For real this time...,openess
had a good weekend. :-),conscientiousness
had a good weekend. :-),openess
Woo!,conscientiousness
Woo!,openess
thinks that it shouldn't take 4 phone calls to find out if you are picking up something for dinner or not.,conscientiousness
thinks that it shouldn't take 4 phone calls to find out if you are picking up something for dinner or not.,openess
"Thanks for all of the Birthday wishes, I had a great day!",conscientiousness
"Thanks for all of the Birthday wishes, I had a great day!",openess
was bitten today. By an evil little Dachshund.,conscientiousness
was bitten today. By an evil little Dachshund.,openess
needs to add water to the fishtanks...,conscientiousness
needs to add water to the fishtanks...,openess
"Cleaning....mostly. Sort of. Things are actually getting done, I'm just not sure what!",conscientiousness
"Cleaning....mostly. Sort of. Things are actually getting done, I'm just not sure what!",openess
has a stuffy nose. blargh.,conscientiousness
has a stuffy nose. blargh.,openess
is packing!,conscientiousness
is packing!,openess
"Woo! *PROPNAME* gets back from New Mexico today! (Well, tonight)",conscientiousness
"Woo! *PROPNAME* gets back from New Mexico today! (Well, tonight)",openess
Approx  2 weeks until new apartment...and I don't have a single thing packed!,conscientiousness
Approx  2 weeks until new apartment...and I don't have a single thing packed!,openess
"doobee doobee doo, wait'n on the doctor...",conscientiousness
"doobee doobee doo, wait'n on the doctor...",openess
needs the internetz at her new house...,conscientiousness
needs the internetz at her new house...,openess
is watching movies.,conscientiousness
is watching movies.,openess
dislikes packing.,conscientiousness
dislikes packing.,openess
is angry at her belly. Even though it no longer has staples in it.,conscientiousness
is angry at her belly. Even though it no longer has staples in it.,openess
will be going home today!,conscientiousness
will be going home today!,openess
yay no more hospital!,conscientiousness
yay no more hospital!,openess
is sitting in Barnes and Noble :-) Yay Free WiFi!,conscientiousness
is sitting in Barnes and Noble :-) Yay Free WiFi!,openess
...my parents are re-confirming that they are totally nutso... :-),conscientiousness
...my parents are re-confirming that they are totally nutso... :-),openess
has no idea...,conscientiousness
has no idea...,openess
"has a new kitten! Pictures eventually, I promise!",conscientiousness
"has a new kitten! Pictures eventually, I promise!",openess
has finished Season 2 of Stargate SG-1!,conscientiousness
has finished Season 2 of Stargate SG-1!,openess
hopes that everyone had a Merry Christmas!,conscientiousness
hopes that everyone had a Merry Christmas!,openess
WOOO! Blue Moon New Year's Eve!,conscientiousness
WOOO! Blue Moon New Year's Eve!,openess
"---No man will be lamented more, with less reason, than a popular celebrity.",conscientiousness
"---No man will be lamented more, with less reason, than a popular celebrity.",openess
thinks that she's allowed to have foooooooood today!,conscientiousness
thinks that she's allowed to have foooooooood today!,openess
wishes that Facebook would trash the RIGHT things when they decide to go and clean house...,conscientiousness
wishes that Facebook would trash the RIGHT things when they decide to go and clean house...,openess
is on day 2 of hospitalization. Appendiectomy is not fun. Boo vestigial organs.,conscientiousness
is on day 2 of hospitalization. Appendiectomy is not fun. Boo vestigial organs.,openess
Me + Exams = Epic Phail ~.~,extraversion
Me + Exams = Epic Phail ~.~,agreeableness
Me + Exams = Epic Phail ~.~,conscientiousness
Me + Exams = Epic Phail ~.~,openess
*begins chanting in an unknown language with warcraft music playing in the background*,extraversion
*begins chanting in an unknown language with warcraft music playing in the background*,agreeableness
*begins chanting in an unknown language with warcraft music playing in the background*,conscientiousness
*begins chanting in an unknown language with warcraft music playing in the background*,openess
Is gonna get his own laptop soon (tomorrow) >.> Finally... after all these years... waiting... for my revenge!! (on the online world that is) :O,extraversion
Is gonna get his own laptop soon (tomorrow) >.> Finally... after all these years... waiting... for my revenge!! (on the online world that is) :O,agreeableness
Is gonna get his own laptop soon (tomorrow) >.> Finally... after all these years... waiting... for my revenge!! (on the online world that is) :O,conscientiousness
Is gonna get his own laptop soon (tomorrow) >.> Finally... after all these years... waiting... for my revenge!! (on the online world that is) :O,openess
After spending time on watching Code Geass instead of doing my PW... I realised... that is was soooo worth it... Best Anime Show Ever... Fuck The Ending... ugh...,extraversion
After spending time on watching Code Geass instead of doing my PW... I realised... that is was soooo worth it... Best Anime Show Ever... Fuck The Ending... ugh...,agreeableness
After spending time on watching Code Geass instead of doing my PW... I realised... that is was soooo worth it... Best Anime Show Ever... Fuck The Ending... ugh...,conscientiousness
After spending time on watching Code Geass instead of doing my PW... I realised... that is was soooo worth it... Best Anime Show Ever... Fuck The Ending... ugh...,openess
ITS OVER 9000!!!@#$%^&!! :D,extraversion
ITS OVER 9000!!!@#$%^&!! :D,agreeableness
ITS OVER 9000!!!@#$%^&!! :D,conscientiousness
ITS OVER 9000!!!@#$%^&!! :D,openess
"Believes that life is like the open sea, and truth is the wind in our sails. (no wonder I'm not moving)",extraversion
"Believes that life is like the open sea, and truth is the wind in our sails. (no wonder I'm not moving)",agreeableness
"Believes that life is like the open sea, and truth is the wind in our sails. (no wonder I'm not moving)",conscientiousness
"Believes that life is like the open sea, and truth is the wind in our sails. (no wonder I'm not moving)",openess
I suck!,extraversion
I suck!,agreeableness
I suck!,conscientiousness
I suck!,openess
Just experienced water rationing. It was fun. It's what happens when construction workers screw up and break the water pipe for your block... LOL (no water the whole day today and tomorrow) :o,extraversion
Just experienced water rationing. It was fun. It's what happens when construction workers screw up and break the water pipe for your block... LOL (no water the whole day today and tomorrow) :o,agreeableness
Just experienced water rationing. It was fun. It's what happens when construction workers screw up and break the water pipe for your block... LOL (no water the whole day today and tomorrow) :o,conscientiousness
Just experienced water rationing. It was fun. It's what happens when construction workers screw up and break the water pipe for your block... LOL (no water the whole day today and tomorrow) :o,openess
"Just had an awesome Friday. Like, Seriously... haha",extraversion
"Just had an awesome Friday. Like, Seriously... haha",agreeableness
"Just had an awesome Friday. Like, Seriously... haha",conscientiousness
"Just had an awesome Friday. Like, Seriously... haha",openess
SongRocxzxzxzxzzx,extraversion
SongRocxzxzxzxzzx,agreeableness
SongRocxzxzxzxzzx,conscientiousness
SongRocxzxzxzxzzx,openess
"I have to run, run to the moment that set me free. I need to know why I hear the sound... the sound of my dream -",extraversion
"I have to run, run to the moment that set me free. I need to know why I hear the sound... the sound of my dream -",agreeableness
"I have to run, run to the moment that set me free. I need to know why I hear the sound... the sound of my dream -",conscientiousness
"I have to run, run to the moment that set me free. I need to know why I hear the sound... the sound of my dream -",openess
Nothing comes to my mind...,extraversion
Nothing comes to my mind...,agreeableness
Nothing comes to my mind...,conscientiousness
Nothing comes to my mind...,openess
Realised that he is actually a Virgo... lol,extraversion
Realised that he is actually a Virgo... lol,agreeableness
Realised that he is actually a Virgo... lol,conscientiousness
Realised that he is actually a Virgo... lol,openess
There is no emotion; there is peace.  There is no ignorance; there is knowledge.  There is no passion; there is serenity.  There is no death; there is the Force.,extraversion
There is no emotion; there is peace.  There is no ignorance; there is knowledge.  There is no passion; there is serenity.  There is no death; there is the Force.,agreeableness
There is no emotion; there is peace.  There is no ignorance; there is knowledge.  There is no passion; there is serenity.  There is no death; there is the Force.,conscientiousness
There is no emotion; there is peace.  There is no ignorance; there is knowledge.  There is no passion; there is serenity.  There is no death; there is the Force.,openess
"Thanks to some random person in my class having H1N1, my exams have been postponed for like... A ENTIRE WEEK!!! So now... Back to Warcraft... and imma panic later XD",extraversion
"Thanks to some random person in my class having H1N1, my exams have been postponed for like... A ENTIRE WEEK!!! So now... Back to Warcraft... and imma panic later XD",agreeableness
"Thanks to some random person in my class having H1N1, my exams have been postponed for like... A ENTIRE WEEK!!! So now... Back to Warcraft... and imma panic later XD",conscientiousness
"Thanks to some random person in my class having H1N1, my exams have been postponed for like... A ENTIRE WEEK!!! So now... Back to Warcraft... and imma panic later XD",openess
Needs to wake up...,extraversion
Needs to wake up...,agreeableness
Needs to wake up...,conscientiousness
Needs to wake up...,openess
needs to change...,extraversion
needs to change...,agreeableness
needs to change...,conscientiousness
needs to change...,openess
is now even less likely to study because fortune teller genius told him that he didn't have to >.>,extraversion
is now even less likely to study because fortune teller genius told him that he didn't have to >.>,agreeableness
is now even less likely to study because fortune teller genius told him that he didn't have to >.>,conscientiousness
is now even less likely to study because fortune teller genius told him that he didn't have to >.>,openess
"Loves the rain, it makes him feel better for some reason... good bye suicidal thoughts, hello happy ones ^^ MOAR RAIN PLZ!!!!! D:",extraversion
"Loves the rain, it makes him feel better for some reason... good bye suicidal thoughts, hello happy ones ^^ MOAR RAIN PLZ!!!!! D:",agreeableness
"Loves the rain, it makes him feel better for some reason... good bye suicidal thoughts, hello happy ones ^^ MOAR RAIN PLZ!!!!! D:",conscientiousness
"Loves the rain, it makes him feel better for some reason... good bye suicidal thoughts, hello happy ones ^^ MOAR RAIN PLZ!!!!! D:",openess
Needs to stop consumption of harmful substances ... but can't D:,extraversion
Needs to stop consumption of harmful substances ... but can't D:,agreeableness
Needs to stop consumption of harmful substances ... but can't D:,conscientiousness
Needs to stop consumption of harmful substances ... but can't D:,openess
"Thanks everyone, for the birthday wishes, appreciate it (:",extraversion
"Thanks everyone, for the birthday wishes, appreciate it (:",agreeableness
"Thanks everyone, for the birthday wishes, appreciate it (:",conscientiousness
"Thanks everyone, for the birthday wishes, appreciate it (:",openess
wants the world to hurry up and end already.....,extraversion
wants the world to hurry up and end already.....,agreeableness
wants the world to hurry up and end already.....,conscientiousness
wants the world to hurry up and end already.....,openess
Reflecting upon an entire week of school break: - Good News - I cleaned my room! - Bad News   - That was about the only beneficial thing I did the entire week..... Conclusion: I'm sooooo screwed..... >_>,extraversion
Reflecting upon an entire week of school break: - Good News - I cleaned my room! - Bad News   - That was about the only beneficial thing I did the entire week..... Conclusion: I'm sooooo screwed..... >_>,agreeableness
Reflecting upon an entire week of school break: - Good News - I cleaned my room! - Bad News   - That was about the only beneficial thing I did the entire week..... Conclusion: I'm sooooo screwed..... >_>,conscientiousness
Reflecting upon an entire week of school break: - Good News - I cleaned my room! - Bad News   - That was about the only beneficial thing I did the entire week..... Conclusion: I'm sooooo screwed..... >_>,openess
He who has not found something which he would die for has no right to live.,extraversion
He who has not found something which he would die for has no right to live.,agreeableness
He who has not found something which he would die for has no right to live.,conscientiousness
He who has not found something which he would die for has no right to live.,openess
"After 3 hours of online reading and research, I have diagnosed myself to have a type of Red-Green colour deficiency, under Anomalous Trichomy, called Deuteranomaly.  LIFE SUCKS! ...",extraversion
"After 3 hours of online reading and research, I have diagnosed myself to have a type of Red-Green colour deficiency, under Anomalous Trichomy, called Deuteranomaly.  LIFE SUCKS! ...",agreeableness
"After 3 hours of online reading and research, I have diagnosed myself to have a type of Red-Green colour deficiency, under Anomalous Trichomy, called Deuteranomaly.  LIFE SUCKS! ...",conscientiousness
"After 3 hours of online reading and research, I have diagnosed myself to have a type of Red-Green colour deficiency, under Anomalous Trichomy, called Deuteranomaly.  LIFE SUCKS! ...",openess
So many words and faces... So many different voices... Where do they lead...,extraversion
So many words and faces... So many different voices... Where do they lead...,agreeableness
So many words and faces... So many different voices... Where do they lead...,conscientiousness
So many words and faces... So many different voices... Where do they lead...,openess
"I love chaos, for most are consumed by it, blind to its hidden beauty, allowing me excludibility to revel at its magnificence.",extraversion
"I love chaos, for most are consumed by it, blind to its hidden beauty, allowing me excludibility to revel at its magnificence.",agreeableness
"I love chaos, for most are consumed by it, blind to its hidden beauty, allowing me excludibility to revel at its magnificence.",conscientiousness
"I love chaos, for most are consumed by it, blind to its hidden beauty, allowing me excludibility to revel at its magnificence.",openess
I officially have got nothing to do ... at all... like... seriously...,extraversion
I officially have got nothing to do ... at all... like... seriously...,agreeableness
I officially have got nothing to do ... at all... like... seriously...,conscientiousness
I officially have got nothing to do ... at all... like... seriously...,openess
"Weak hearts faint, When troubles rises. Brave hearts soars, Steals all the prizes. False heart, it shrinks small in peace. And finds in fear, no sucrease.",extraversion
"Weak hearts faint, When troubles rises. Brave hearts soars, Steals all the prizes. False heart, it shrinks small in peace. And finds in fear, no sucrease.",agreeableness
"Weak hearts faint, When troubles rises. Brave hearts soars, Steals all the prizes. False heart, it shrinks small in peace. And finds in fear, no sucrease.",conscientiousness
"Weak hearts faint, When troubles rises. Brave hearts soars, Steals all the prizes. False heart, it shrinks small in peace. And finds in fear, no sucrease.",openess
It has been confirmed... I'm going to poly! >=D Now... to find a job while I wait... >.>,extraversion
It has been confirmed... I'm going to poly! >=D Now... to find a job while I wait... >.>,agreeableness
It has been confirmed... I'm going to poly! >=D Now... to find a job while I wait... >.>,conscientiousness
It has been confirmed... I'm going to poly! >=D Now... to find a job while I wait... >.>,openess
The americans have forgotten that they were once terrorists to the british ~,extraversion
The americans have forgotten that they were once terrorists to the british ~,agreeableness
The americans have forgotten that they were once terrorists to the british ~,conscientiousness
The americans have forgotten that they were once terrorists to the british ~,openess
Can't believe he overslept today... of all days... ~.~ The Day of Reckoning is at hand! XD,extraversion
Can't believe he overslept today... of all days... ~.~ The Day of Reckoning is at hand! XD,agreeableness
Can't believe he overslept today... of all days... ~.~ The Day of Reckoning is at hand! XD,conscientiousness
Can't believe he overslept today... of all days... ~.~ The Day of Reckoning is at hand! XD,openess
never thought that he would see the day where he would wish for failure.,extraversion
never thought that he would see the day where he would wish for failure.,agreeableness
never thought that he would see the day where he would wish for failure.,conscientiousness
never thought that he would see the day where he would wish for failure.,openess
The world is so desperate nowadays that the promise for peace can win a man a Nobel Prize. Let's hope that he keeps his word.,extraversion
The world is so desperate nowadays that the promise for peace can win a man a Nobel Prize. Let's hope that he keeps his word.,agreeableness
The world is so desperate nowadays that the promise for peace can win a man a Nobel Prize. Let's hope that he keeps his word.,conscientiousness
The world is so desperate nowadays that the promise for peace can win a man a Nobel Prize. Let's hope that he keeps his word.,openess
"I need to get a shirt that says, ""I don't speak Chinese!"" ... Like... seriously... ._.",extraversion
"I need to get a shirt that says, ""I don't speak Chinese!"" ... Like... seriously... ._.",agreeableness
"I need to get a shirt that says, ""I don't speak Chinese!"" ... Like... seriously... ._.",conscientiousness
"I need to get a shirt that says, ""I don't speak Chinese!"" ... Like... seriously... ._.",openess
needz moar!,extraversion
needz moar!,agreeableness
needz moar!,conscientiousness
needz moar!,openess
Trust should only be given to those who truly understand its value.,extraversion
Trust should only be given to those who truly understand its value.,agreeableness
Trust should only be given to those who truly understand its value.,conscientiousness
Trust should only be given to those who truly understand its value.,openess
